,level_0,index,pid,hid,cid,syear,jl0058,jl0059_h,jl0061,jl0062,jl0063,jl0064,jl0065,jl0066,jl0067,jl0068,jl0069,jl0070,jl0071,jl0072,jl0073,jl0074,jl0105_h,jl0125_v3,jl0127_h,jl0139,jl0140,jl0141,jl0142,jl0143,jl0144,jl0145,jl0146,jl0151,jl0164,migration_classmate,jl0218,jl0219,jl0233,jl0272,trust,rely_none,distrust_stranger,jl0367,jl0371,jl0376,jl0379,jl0388,jl0392,sex,gebjahr,psample,migback,State,bet3year,father_educ1,mother_educ1,father_educ2,mother_educ2,father_reli,mother_reli,work_father,single_parent,work_mother,Age,Gymnasium,year_hgsch_entry,Treat,rely_someone,trust_stranger,trust_var,std_trust_var,std_trust,female,rural,East,migration_backgrnd,low_performing,highest_educ_hh,reli_hh
313,2927,2927,2943404,294349,294349,2009,1,1,1,5,2,4,5,2,1,5,4,2,5,5,2,2,1,3,-2,1,-2,-2,-2,-2,1,-2,-2,3,2,0,2,185,1992,2,4,3,7,4,7,5,5,3,9,1,1992,6,1,9.0,2002.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2002.0,0,5,1,10,-0.7286266642217715,-0.21989841165782062,0,0,0,1,0,1,1
314,2929,2929,2943406,294349,294349,2015,1,4,2,2,2,4,5,4,3,5,2,2,5,2,2,1,1,3,-2,-2,-2,-2,-2,-2,1,-2,-2,3,2,1,2,165,1998,3,4,2,6,2,4,4,4,3,7,2,1998,6,1,9.0,2008.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2008.0,1,6,2,12,-0.13308320318233066,-0.21989841165782062,1,0,0,1,0,1,1
315,2950,2950,2948604,294861,294861,2011,1,4,1,3,1,5,5,2,1,5,2,2,5,2,4,1,1,3,-2,1,-2,-2,-2,-2,1,-2,-2,2,2,1,2,169,1994,3,7,2,6,2,3,3,6,3,4,2,1994,6,1,9.0,2004.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,17,1,2004.0,1,6,2,15,0.7602319883768305,1.8120474883726179,1,0,0,1,1,1,1
316,2977,2977,2956905,295698,295698,2007,1,5,1,5,2,5,5,1,3,5,5,3,5,5,4,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,166,1990,3,4,4,4,1,4,4,4,4,8,2,1990,6,2,9.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2000.0,0,4,4,12,-0.13308320318233066,-0.21989841165782062,1,0,0,1,0,0,1
317,2980,2980,2957603,295760,295760,2013,1,4,1,2,2,2,2,2,2,-1,1,1,4,4,3,1,1,3,-2,-2,-2,-2,1,1,-2,1,-2,3,2,0,1,168,1996,2,5,2,4,2,3,3,5,3,8,2,1996,6,1,16.0,2006.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,1,2006.0,1,6,4,15,0.7602319883768305,0.4574168883523255,1,0,1,1,0,1,1
318,2981,2981,2957604,295760,295760,2014,1,2,3,1,1,5,5,4,4,5,2,2,5,4,4,1,1,3,-2,1,-2,-2,-2,-2,1,-2,-2,3,2,1,1,170,1997,2,3,3,5,5,6,4,3,2,9,1,1997,6,1,16.0,2007.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,1,2007.0,1,5,3,11,-0.4308549337020511,-0.8972137116679668,0,0,1,1,0,1,1
319,2988,2988,2959004,295906,295906,2006,1,3,1,2,4,4,5,1,3,2,2,2,5,5,3,1,2,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,1,172,1989,3,5,3,4,1,2,4,4,2,8,1,1989,6,1,9.0,-2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,1999.0,0,5,4,14,0.4624602578571101,0.4574168883523255,0,0,0,1,0,1,1
320,3048,3048,2979806,297984,297984,2007,2,3,1,2,2,2,4,2,2,-1,1,2,5,5,2,2,2,3,-2,-2,-2,-2,1,1,-2,-2,-2,2,2,1,2,156,1990,1,5,1,4,4,5,4,3,3,8,2,1990,6,3,12.0,2002.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17,1,2002.0,0,7,4,16,1.0580037188965508,0.4574168883523255,1,0,1,1,1,1,1
321,3049,3049,2979807,297984,297984,2009,1,2,1,4,2,5,5,1,1,5,2,2,5,5,2,2,2,3,-2,-2,-2,1,-2,-2,1,-2,-2,2,2,1,3,164,1992,1,4,3,4,5,5,4,4,3,9,2,1992,6,3,12.0,-2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17,1,2004.0,0,5,4,13,0.1646885273373897,-0.21989841165782062,1,0,1,1,1,1,1
322,3052,3052,2979810,297984,297984,2017,1,4,1,1,1,1,3,1,1,2,3,3,5,5,2,1,1,3,-2,-2,-2,-2,1,-2,1,1,-2,3,2,1,1,180,2000,3,4,4,4,1,7,7,1,4,10,1,2000,6,3,12.0,2012.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17,1,2012.0,1,4,4,12,-0.13308320318233066,-0.21989841165782062,0,0,1,1,0,1,1
323,3053,3053,2981003,298107,298107,2010,1,1,1,1,2,5,2,2,2,5,2,2,5,2,2,1,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,2,177,1993,1,5,2,2,6,7,3,5,2,7,1,1993,6,1,11.0,2005.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2005.0,0,6,6,17,1.3557754494162713,0.4574168883523255,0,0,1,1,0,1,0
324,3054,3054,2981503,298158,298158,2015,1,2,1,4,2,4,5,2,2,4,1,2,5,5,4,2,1,3,-2,1,-2,-2,-2,-2,1,-2,-2,3,2,1,3,192,1998,1,6,1,5,5,5,5,6,2,7,1,1998,6,3,11.0,2010.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,17,1,2010.0,1,7,3,16,1.0580037188965508,1.1347321883624717,0,0,1,1,0,0,1
325,3061,3061,2984002,298409,298409,2006,1,4,1,5,1,5,5,2,1,1,3,3,5,5,5,2,1,3,-2,1,1,1,1,-2,1,-2,-2,2,2,1,1,174,1989,1,4,2,2,5,6,4,4,2,8,2,1989,6,1,11.0,2001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2001.0,0,6,6,16,1.0580037188965508,-0.21989841165782062,1,0,1,1,1,1,0
326,3062,3062,2984003,298409,298409,2009,1,1,1,5,2,3,2,2,2,5,2,1,5,5,4,2,1,3,-2,-2,-2,-2,-2,-2,1,1,-2,3,2,1,2,165,1992,1,3,3,3,3,7,6,4,2,8,1,1992,6,1,11.0,2004.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,17,1,2004.0,0,5,5,13,0.1646885273373897,-0.8972137116679668,0,0,1,1,0,1,0
327,3063,3063,2984005,298409,298409,2006,1,2,1,5,1,4,3,1,2,5,2,2,5,5,5,2,1,3,-2,1,1,-2,-2,-2,1,-2,-2,3,2,1,2,170,1989,1,3,4,6,2,6,5,3,2,8,1,1989,6,1,11.0,-2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,17,1,2001.0,0,4,2,9,-1.0263983947414919,-0.8972137116679668,0,0,1,1,0,1,1
328,3064,3064,2984006,298409,298409,2009,1,5,1,2,2,3,5,2,2,2,2,1,5,4,4,1,1,3,-2,1,-2,-2,-2,1,-2,-2,-2,2,2,1,2,165,1992,2,6,2,7,4,4,2,5,4,9,2,1992,6,1,11.0,-2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2004.0,0,6,1,13,0.1646885273373897,1.1347321883624717,1,0,1,1,1,1,1
329,3078,3078,2989403,298948,298948,2006,3,5,1,2,2,2,5,1,2,2,2,5,5,4,4,1,1,3,-2,1,1,-2,1,1,1,1,-2,3,2,0,1,165,1989,1,3,4,4,2,3,2,6,3,9,2,1989,6,1,12.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2001.0,0,4,4,11,-0.4308549337020511,-0.8972137116679668,1,0,1,1,0,0,0
330,3106,3106,2998203,299820,299820,2014,1,2,1,5,2,5,1,2,1,5,2,1,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,2,173,1997,2,6,2,3,5,4,5,4,3,7,1,1997,6,1,14.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17,1,2008.0,1,6,5,17,1.3557754494162713,1.1347321883624717,0,0,1,1,0,0,0
331,3108,3108,2998304,299839,299839,2006,1,5,1,4,2,4,3,4,2,2,4,3,5,5,5,2,1,3,-2,1,-2,1,-2,-2,-2,-2,-2,3,2,0,1,161,1989,1,5,2,3,2,3,4,6,3,4,2,1989,6,1,12.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2002.0,0,6,5,16,1.0580037188965508,0.4574168883523255,1,0,1,1,0,0,0
332,3112,3112,2999602,299960,299960,2009,1,2,2,5,1,5,2,2,4,1,1,1,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,2,173,1992,2,5,3,6,4,4,2,3,3,7,1,1992,6,1,12.0,2004.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17,1,2004.0,0,5,2,12,-0.13308320318233066,0.4574168883523255,0,0,1,1,0,1,0
333,3113,3113,3000803,388742,300080,2016,1,1,1,5,1,3,3,1,2,2,4,4,5,3,5,2,1,3,-2,1,-2,-2,-2,-2,1,-2,-2,3,2,1,3,180,1999,1,3,6,6,4,2,6,1,2,4,1,1999,6,1,12.0,2010.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2010.0,1,2,2,7,-1.6219418557809326,-0.8972137116679668,0,0,1,1,0,1,0
334,3114,3114,3001603,300160,300160,2007,1,3,1,5,4,4,5,3,2,2,5,3,5,5,4,2,2,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,2,174,1990,2,5,2,6,1,6,6,5,3,7,2,1990,6,1,12.0,2002.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,17,1,2002.0,0,6,2,13,0.1646885273373897,0.4574168883523255,1,0,1,1,0,0,1
335,3116,3116,3001804,300187,300187,2007,1,2,1,4,2,5,5,4,2,1,2,2,5,5,5,2,1,3,-2,-2,-2,-2,1,1,-2,-2,-2,3,2,0,2,170,1990,2,3,1,4,6,3,6,3,4,7,2,1990,6,1,12.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2002.0,0,7,4,14,0.4624602578571101,-0.8972137116679668,1,0,1,1,0,0,0
336,3119,3119,3002603,300268,300268,2016,1,4,1,5,2,5,5,1,4,5,1,1,5,5,4,2,1,3,-2,-2,-2,1,-2,1,-2,1,-2,3,2,1,1,170,1999,3,5,2,7,3,6,6,1,3,8,2,1999,6,1,5.0,2009.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2009.0,1,6,1,12,-0.13308320318233066,0.4574168883523255,1,0,0,1,0,0,1
337,3146,3146,3009204,300926,300926,2009,1,2,2,1,5,2,5,3,2,2,2,2,5,1,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,0,2,175,1992,3,4,3,4,5,2,2,5,3,7,1,1992,6,1,12.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2003.0,0,5,4,13,0.1646885273373897,-0.21989841165782062,0,0,1,1,0,0,0
338,3168,3168,3018703,301876,301876,2008,2,4,1,3,2,3,4,4,2,2,2,2,5,5,2,2,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,3,2,0,1,166,1991,3,5,2,6,2,4,5,3,3,6,2,1991,6,1,15.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2001.0,1,6,2,13,0.1646885273373897,0.4574168883523255,1,0,1,1,0,1,1
339,3175,3175,3022903,302295,302295,2006,1,1,1,5,1,5,5,2,5,4,1,1,5,2,4,2,1,3,-2,1,-2,-2,-2,-2,1,-2,-2,3,2,0,1,195,1989,2,6,1,3,2,2,1,7,2,10,1,1989,6,1,13.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17,1,2001.0,0,7,5,18,1.6535471799359915,1.1347321883624717,0,0,1,1,0,0,1
340,3193,3193,3027204,302724,302724,2016,1,5,2,4,1,2,5,2,2,3,3,3,5,5,5,1,1,3,-2,1,-2,-2,-2,1,-2,1,-2,3,2,0,1,177,1999,3,4,4,5,5,2,3,4,3,9,2,1999,6,1,13.0,2009.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2009.0,1,4,3,11,-0.4308549337020511,-0.21989841165782062,1,0,1,1,0,1,0
341,3200,3200,3029003,302902,302902,2011,1,1,1,5,1,5,4,5,3,5,1,1,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,1,-2,-2,3,2,1,1,155,1994,3,7,4,7,7,5,2,7,4,7,1,1994,6,1,13.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2006.0,1,4,1,12,-0.13308320318233066,1.8120474883726179,0,0,1,1,0,0,0
342,3201,3201,3030103,303011,303011,2012,1,1,4,2,2,4,2,1,4,5,1,2,2,2,4,1,1,3,-2,-2,-2,-2,-2,1,1,-2,-2,3,2,1,1,182,1995,3,4,2,6,2,5,5,6,4,7,1,1995,6,1,13.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2006.0,1,6,2,12,-0.13308320318233066,-0.21989841165782062,0,0,1,1,0,0,0
343,3214,3214,3033403,303348,303348,2016,1,1,1,5,2,5,2,4,1,1,1,1,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,186,1999,2,5,5,3,1,7,3,6,3,7,1,1999,6,1,14.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2009.0,1,3,5,13,0.1646885273373897,0.4574168883523255,0,0,1,1,0,0,0
344,3227,3227,3036203,303623,303623,2009,1,1,1,5,2,2,5,1,1,2,2,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,1,-2,-2,3,2,0,2,160,1992,3,5,6,7,1,4,5,5,4,5,2,1992,6,1,14.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17,1,2003.0,1,2,1,8,-1.3241701252612121,0.4574168883523255,1,0,1,1,0,0,0
345,3243,3243,3042503,304255,304255,2016,2,5,1,5,2,5,5,4,2,2,2,1,4,4,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,0,2,168,1999,3,6,2,7,6,5,3,5,2,8,2,1999,6,1,14.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,17,1,2009.0,1,6,1,13,0.1646885273373897,1.1347321883624717,1,0,1,1,0,1,1
346,3252,3252,3044503,304450,304450,2006,1,4,1,5,3,3,5,2,2,2,3,2,5,5,5,2,2,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,0,2,165,1989,2,7,1,7,5,5,5,2,3,6,2,1989,6,1,14.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,1999.0,1,7,1,15,0.7602319883768305,1.8120474883726179,1,0,1,1,0,1,0
347,3265,3265,3049102,304913,304913,2007,1,1,1,2,2,5,5,2,1,5,2,2,5,5,5,1,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,0,2,186,1990,2,5,2,5,2,7,5,3,4,7,1,1990,6,1,14.0,2000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2000.0,1,6,3,14,0.4624602578571101,0.4574168883523255,0,0,1,1,1,1,0
348,3267,3267,3050004,305006,305006,2015,1,3,1,4,2,1,5,1,1,2,1,1,5,4,4,2,1,3,-2,1,-2,-2,-2,1,-2,-2,-2,3,2,1,1,174,1998,2,4,4,4,3,4,2,3,2,8,2,1998,6,1,14.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2008.0,1,4,4,12,-0.13308320318233066,-0.21989841165782062,1,0,1,1,0,0,0
349,3273,3273,3051606,305162,305162,2007,1,4,1,1,1,4,5,1,1,4,2,2,5,5,4,2,1,3,-2,-2,-2,-2,1,-2,1,-2,-2,4,2,1,3,170,1990,2,3,4,5,5,4,2,4,3,6,2,1990,6,1,14.0,2000.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2000.0,1,4,3,10,-0.7286266642217715,-0.8972137116679668,1,0,1,1,1,0,1
350,3274,3274,3051607,305162,305162,2008,1,1,1,5,1,5,5,4,1,5,2,4,4,5,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,182,1991,2,5,2,4,6,7,5,6,2,6,1,1991,6,1,14.0,2002.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2002.0,1,6,4,15,0.7602319883768305,0.4574168883523255,0,0,1,1,0,0,1
351,3280,3280,3054104,305413,305413,2007,4,4,1,1,4,5,5,1,2,5,3,2,5,5,5,1,2,3,-2,-2,-2,1,-2,1,-2,1,-2,3,2,1,3,174,1990,3,1,4,4,2,5,7,5,3,1,2,1990,6,1,14.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2000.0,1,4,4,9,-1.0263983947414919,-2.2518443116882594,1,0,1,1,0,0,0
352,3316,3316,3068204,380806,306827,2007,1,1,1,5,2,5,5,2,4,2,5,5,5,5,5,2,1,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,1,2,182,1990,3,6,1,6,4,4,3,5,4,10,1,1990,6,2,8.0,2002.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,2002.0,0,7,2,15,0.7602319883768305,1.1347321883624717,0,0,0,1,0,0,1
353,3341,3341,3079003,307904,307904,2012,1,3,1,5,2,4,1,1,1,5,2,4,5,5,4,2,1,3,-2,-2,-2,-2,-2,-2,1,1,-2,3,2,1,1,180,1995,2,3,5,7,3,2,2,5,1,9,1,1995,6,1,15.0,2006.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,2006.0,1,3,1,7,-1.6219418557809326,-0.8972137116679668,0,0,1,1,0,1,1
354,3342,3342,3079004,307904,307904,2014,1,5,1,1,2,3,5,2,1,5,2,2,2,4,3,1,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,3,2,1,1,176,1997,1,5,2,5,1,2,2,4,2,6,1,1997,6,1,15.0,2008.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,2008.0,1,6,3,14,0.4624602578571101,0.4574168883523255,0,0,1,1,0,1,1
355,3347,3347,3079804,307980,307980,2006,1,4,1,1,1,3,5,1,4,5,2,2,5,5,5,1,1,3,-2,1,-2,-2,1,-2,1,1,-2,4,2,0,1,169,1989,3,3,5,6,5,6,5,4,2,5,2,1989,6,1,15.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,1999.0,1,3,2,8,-1.3241701252612121,-0.8972137116679668,1,0,1,1,1,1,0
356,3372,3372,3085203,308528,308528,2007,2,3,2,2,5,4,2,1,3,-1,2,2,5,1,2,1,2,3,-2,1,-2,-2,1,1,-2,1,-2,3,2,0,1,180,1990,2,4,5,7,4,6,3,5,2,8,1,1990,6,1,15.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2000.0,1,3,1,8,-1.3241701252612121,-0.21989841165782062,0,0,1,1,0,0,1
357,3373,3373,3085204,308528,308528,2010,4,4,1,2,4,5,5,3,1,5,2,1,5,2,2,1,2,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,0,1,175,1993,3,4,1,3,6,5,3,5,4,10,2,1993,6,1,15.0,2003.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2003.0,1,7,5,16,1.0580037188965508,-0.21989841165782062,1,0,1,1,0,0,1
358,3374,3374,3085205,308528,308528,2013,2,1,1,2,2,5,4,1,1,2,2,2,2,3,2,1,1,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,0,2,182,1996,3,1,3,6,2,4,7,6,3,8,1,1996,6,1,15.0,2006.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2006.0,1,5,2,8,-1.3241701252612121,-2.2518443116882594,0,0,1,1,0,0,1
359,3385,3385,3088604,308862,308862,2013,1,4,1,5,2,4,5,4,2,5,2,2,5,5,5,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,4,2,1,2,170,1996,2,4,2,6,3,4,4,2,3,7,2,1996,6,1,16.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2006.0,1,6,2,12,-0.13308320318233066,-0.21989841165782062,1,0,1,1,1,0,0
360,3387,3387,3089303,308935,308935,2012,2,2,1,5,2,5,4,4,4,2,2,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,1,-2,-2,4,2,1,1,181,1995,1,5,3,5,3,5,4,5,3,8,1,1995,6,1,16.0,2005.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2005.0,1,5,3,13,0.1646885273373897,0.4574168883523255,0,0,1,1,1,1,0
361,3388,3388,3089304,308935,308935,2014,2,2,2,4,1,-1,5,1,5,5,1,1,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,1,-2,-2,3,2,1,1,189,1997,2,5,3,6,6,6,1,6,2,8,1,1997,6,1,16.0,2007.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2007.0,1,5,2,12,-0.13308320318233066,0.4574168883523255,0,0,1,1,0,1,0
362,3407,3407,3099504,309958,309958,2013,1,1,1,5,1,5,4,1,2,4,2,1,4,1,5,2,1,3,-2,-2,-2,-2,-2,-2,1,-2,-2,3,2,1,1,178,1996,2,6,3,3,5,2,3,4,3,9,1,1996,6,1,16.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2006.0,1,5,5,16,1.0580037188965508,1.1347321883624717,0,0,1,1,0,0,0
363,3415,3415,3102503,310255,310255,2013,1,2,1,1,2,2,4,2,1,2,2,2,5,5,5,1,1,3,-2,1,-2,-2,-2,1,1,-2,-2,4,2,1,1,160,1996,3,5,2,3,3,2,2,5,3,6,2,1996,6,1,16.0,2007.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,17,1,2007.0,1,6,5,16,1.0580037188965508,0.4574168883523255,1,0,1,1,1,1,0
364,3422,3422,3123403,312347,312347,2007,1,1,1,4,2,4,3,3,4,2,2,4,5,3,5,2,1,3,-2,-2,-2,-2,-2,-2,1,-2,-2,2,2,0,1,191,1990,1,4,2,6,4,2,2,3,2,7,1,1990,8,1,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17,1,2000.0,0,6,2,12,-0.13308320318233066,-0.21989841165782062,0,0,0,1,1,0,1
365,3424,3424,3123604,312363,312363,2012,1,5,1,5,2,4,5,3,2,-1,3,1,4,4,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,1,2,158,1995,1,5,2,6,3,2,6,3,4,7,2,1995,8,1,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17,1,2005.0,0,6,2,13,0.1646885273373897,0.4574168883523255,1,0,0,1,1,0,1
366,3427,3427,3133903,313394,313394,2008,1,3,3,1,5,2,5,5,2,1,2,3,5,2,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,1,3,181,1991,1,7,1,2,1,6,7,7,2,10,1,1991,8,1,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2001.0,0,7,6,20,2.2490906409754325,1.8120474883726179,0,0,0,1,1,0,0
367,3436,3436,3147905,314790,314790,2007,2,5,2,5,2,3,5,1,4,5,2,2,5,5,4,2,1,3,-2,-2,-2,-2,1,-2,1,-2,-2,3,2,1,1,169,1990,1,5,2,6,2,1,1,5,3,9,2,1990,8,1,3.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,2000.0,0,6,2,13,0.1646885273373897,0.4574168883523255,1,0,0,1,0,0,1
368,3437,3437,3149203,314927,314927,2013,1,2,1,5,1,5,5,1,3,5,1,1,5,5,4,2,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,3,2,1,1,174,1996,1,3,2,6,3,5,4,5,2,8,1,1996,8,1,3.0,2007.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2007.0,1,6,2,11,-0.4308549337020511,-0.8972137116679668,0,0,0,1,0,1,1
369,3438,3438,3149204,314927,314927,2018,1,4,1,2,2,5,5,2,2,5,5,2,5,4,4,1,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,168,2001,1,5,2,3,5,5,6,5,2,9,2,2001,8,1,3.0,2011.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2011.0,1,6,5,16,1.0580037188965508,0.4574168883523255,1,0,0,1,0,1,1
370,3440,3440,3152303,315230,315230,2007,1,3,3,3,2,4,2,1,2,2,3,3,5,2,4,1,1,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,0,1,175,1990,3,3,4,4,2,6,2,6,1,8,1,1990,8,1,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2000.0,0,4,4,11,-0.4308549337020511,-0.8972137116679668,0,0,0,1,0,1,1
371,3448,3448,3160103,316016,316016,2009,1,1,1,5,1,4,3,4,1,-1,2,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,1,1,-2,3,2,1,1,186,1992,2,5,3,4,3,7,1,5,2,8,1,1992,8,1,3.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2002.0,0,5,4,14,0.4624602578571101,0.4574168883523255,0,0,0,1,0,1,0
372,3450,3450,3160105,316016,316016,2014,1,4,2,5,2,4,5,3,2,5,2,3,5,5,5,2,1,3,-2,1,-2,1,1,-2,1,-2,-2,2,2,1,1,168,1997,3,3,3,6,4,4,3,2,3,7,2,1997,8,1,3.0,2007.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2007.0,1,5,2,10,-0.7286266642217715,-0.8972137116679668,1,0,0,1,1,1,0
373,3454,3454,3172403,317241,317241,2011,2,5,1,1,1,5,5,1,2,2,2,2,5,2,3,1,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,1,175,1994,3,4,2,6,2,2,2,6,3,9,1,1994,8,1,3.0,-2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2004.0,1,6,2,12,-0.13308320318233066,-0.21989841165782062,0,0,0,1,0,1,1
374,3455,3455,3172404,317241,317241,2014,1,1,1,1,5,2,5,4,2,2,5,2,3,5,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,173,1997,2,4,4,6,3,5,5,3,3,7,1,1997,8,1,3.0,2007.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2007.0,1,4,2,10,-0.7286266642217715,-0.21989841165782062,0,0,0,1,0,1,1
